fips,country,state,county,level,lat,locationId,long,population,metrics.testPositivityRatio,metrics.testPositivityRatioDetails.source,metrics.caseDensity,metrics.contactTracerCapacityRatio,metrics.infectionRate,metrics.infectionRateCI90,unused1,unused2,metrics.icuCapacityRatio,riskLevels.overall,riskLevels.testPositivityRatio,riskLevels.caseDensity,riskLevels.contactTracerCapacityRatio,riskLevels.infectionRate,unused3,riskLevels.icuCapacityRatio,actuals.cases,actuals.deaths,actuals.positiveTests,actuals.negativeTests,actuals.contactTracers,actuals.hospitalBeds.capacity,actuals.hospitalBeds.currentUsageTotal,actuals.hospitalBeds.currentUsageCovid,unused4,actuals.icuBeds.capacity,actuals.icuBeds.currentUsageTotal,actuals.icuBeds.currentUsageCovid,unused5,actuals.newCases,actuals.vaccinesDistributed,actuals.vaccinationsInitiated,actuals.vaccinationsCompleted,lastUpdatedDate,url,metrics.vaccinationsInitiatedRatio,metrics.vaccinationsCompletedRatio,actuals.newDeaths,actuals.vaccinesAdministered,cdcTransmissionLevel,actuals.vaccinationsAdditionalDose,metrics.vaccinationsAdditionalDoseRatio,metrics.weeklyNewCasesPer100k,hsa,hsaPopulation,actuals.hsaHospitalBeds.capacity,actuals.hsaHospitalBeds.currentUsageTotal,actuals.hsaHospitalBeds.currentUsageCovid,actuals.hsaIcuBeds.capacity,actuals.hsaIcuBeds.currentUsageTotal,actuals.hsaIcuBeds.currentUsageCovid,metrics.bedsWithCovidPatientsRatio,hsaName,actuals.hospitalBeds.weeklyCovidAdmissions,actuals.hsaHospitalBeds.weeklyCovidAdmissions,metrics.weeklyCovidAdmissionsPer100k,communityLevels.cdcCommunityLevel,communityLevels.canCommunityLevel
39580,US,,,cbsa,,iso1:us#cbsa:39580,,1390785,0.201,other,43.7,,1.15,0.1,,,,3,3,3,4,2,,4,434453,1718,,,,,,,,,,,,4251,,1024283,975705,2022-07-28,,0.736,0.702,1,,3,622515,0.448,305.7,,,5849,4377,399,594,474,54,0.067,,,363,7.4,,1
39660,US,,,cbsa,,iso1:us#cbsa:39660,,142107,0.312,other,28.3,,1.1,0.21,,,,3,3,3,4,1,,4,42693,414,,,,425,327,13,,38,30,2,,282,,106480,83806,2022-07-28,,0.749,0.59,2,27055,3,31062,0.219,198.4,,,924,684,29,76,66,1,0.033,,23,42,19.2,,1
39700,US,,,cbsa,,iso1:us#cbsa:39700,,21358,,other,86.3,,1.0,0.42,,,,5,4,5,4,1,,4,7843,134,,,,,,,,,,,,10,,17665,14372,2022-07-28,,0.827,0.673,0,37912,3,5801,0.272,604.0,,,939,783,52,110,93,7,0.059,,,49,11.9,,2
39740,US,,,cbsa,,iso1:us#cbsa:39740,,421164,0.188,other,25.6,,1.23,0.15,,,0.74,3,2,3,4,2,,1,110876,1636,,,,729,612,33,,51,37,0,,754,,286242,251129,2022-07-28,,0.68,0.596,7,,3,119479,0.284,179.0,,,729,612,33,51,37,0,0.042,,25,25,5.5,,0
39780,US,,,cbsa,,iso1:us#cbsa:39780,,65084,0.134,other,33.8,,0.95,0.32,,,0.61,3,2,3,4,1,,0,15942,207,,,,44,38,6,,8,4,0,,0,,31060,28338,2022-07-28,,0.477,0.435,0,73693,3,13705,0.211,236.6,,,500,428,38,46,27,3,0.079,,6,39,13.8,,2
39820,US,,,cbsa,,iso1:us#cbsa:39820,,180080,0.095,other,33.7,,0.97,0.2,,,0.53,3,1,3,4,1,,0,40219,664,,,,425,344,41,,55,29,4,,0,,94050,84680,2022-07-28,,0.522,0.47,0,223815,3,43851,0.244,236.0,,,462,361,43,55,29,4,0.085,,38,38,21.4,,2
39860,US,,,cbsa,,iso1:us#cbsa:39860,,46340,0.184,other,21.9,,0.78,0.56,,,,2,2,2,4,0,,4,14334,145,,,,33,21,2,,,,,,0,,32956,31179,2022-07-28,,0.711,0.673,0,,3,19430,0.419,153.2,,,137,63,8,1,1,,0.065,,5,9,6.1,,0
39900,US,,,cbsa,,iso1:us#cbsa:39900,,475642,0.403,other,25.0,,0.98,0.11,,,0.71,3,3,2,4,1,,1,118565,1269,,,,965,809,46,,108,76,5,,834,,363143,308360,2022-07-28,,0.763,0.648,1,802789,3,138303,0.291,175.3,,,2448,2049,132,281,203,10,0.055,,38,98,8.7,,0
39940,US,,,cbsa,,iso1:us#cbsa:39940,,53006,0.388,other,12.9,,0.73,0.49,,,,3,3,2,4,0,,4,15492,83,,,,,,,,,,,,21,,33809,29084,2022-07-28,,0.638,0.549,1,,3,7770,0.147,90.6,,,879,477,16,88,36,1,0.024,,,12,9.0,,0
39980,US,,,cbsa,,iso1:us#cbsa:39980,,65884,0.183,other,60.1,,1.16,0.26,,,1.0,3,2,3,4,2,,3,20395,340,,,,174,174,11,,12,12,0,,129,,37247,33930,2022-07-28,,0.565,0.515,0,,3,16550,0.251,420.4,,,174,174,11,12,12,0,0.061,,7,7,8.3,,1
40060,US,,,cbsa,,iso1:us#cbsa:40060,,1291900,0.228,other,41.6,,1.06,0.1,,,,3,3,3,4,1,,4,301946,3447,,,,,,,,,,,,577,,969649,879476,2022-07-28,,0.751,0.681,3,1887348,3,,,291.0,,,43579,31351,1350,4358,3386,277,0.031,,,1866,12.0,,2
40080,US,,,cbsa,,iso1:us#cbsa:40080,,107093,0.216,other,53.9,,1.2,0.23,,,,3,3,3,4,2,,4,34438,340,,,,102,66,6,,12,8,,,0,,59127,52664,2022-07-28,,0.552,0.492,0,,3,24344,0.227,377.2,,,264,149,12,32,26,1,0.058,,10,20,10.2,,2
40100,US,,,cbsa,,iso1:us#cbsa:40100,,64633,,other,51.5,,1.08,0.26,,,,3,4,3,4,1,,4,21531,366,,,,44,29,3,,3,3,3,,55,,86043,66076,2022-07-28,,0.95,0.95,0,184975,3,19968,0.309,360.5,,,1832,1205,98,166,146,16,0.051,,8,158,14.7,,2
40140,US,,,cbsa,,iso1:us#cbsa:40140,,4650631,0.212,other,48.7,,,,,,0.68,3,3,3,4,4,,0,1350833,14532,,,,6445,5097,480,,782,531,45,,7883,,3003689,2728474,2022-07-28,,0.646,0.587,7,7208229,3,1358777,0.292,341.0,,,12890,10195,960,1564,1062,91,0.072,,468,936,10.0,,2
40180,US,,,cbsa,,iso1:us#cbsa:40180,,39261,0.139,other,62.9,,1.16,0.27,,,0.4,3,2,3,4,2,,0,15209,196,,,,146,15,1,,10,4,0,,0,,25421,20993,2022-07-28,,0.647,0.535,0,,3,9923,0.253,440.6,,,183,25,2,13,4,0,0.017,,4,7,5.8,,1
40220,US,,,cbsa,,iso1:us#cbsa:40220,,313222,0.354,other,36.9,,1.08,0.14,,,,3,3,3,4,1,,4,75652,1097,,,,,,,,,,,,145,,212894,194384,2022-07-28,,0.68,0.621,1,418955,3,,,258.0,,,10382,7574,560,1213,1017,63,0.053,,,510,14.5,,2
40260,US,,,cbsa,,iso1:us#cbsa:40260,,69493,0.304,other,71.3,,1.31,0.24,,,,3,3,3,4,2,,4,20497,277,,,,,,,,,,,,347,,38327,35694,2022-07-28,,0.552,0.514,0,,3,18692,0.269,499.3,,,833,676,42,54,51,4,0.055,,,62,15.8,,2
40300,US,,,cbsa,,iso1:us#cbsa:40300,,50643,0.137,other,31.9,,1.01,0.43,,,0.14,3,2,3,4,1,,0,15341,136,,,,24,7,1,,4,0,,,17,,31860,29666,2022-07-28,,0.629,0.586,0,47565,3,16470,0.325,223.1,,,966,658,46,131,86,5,0.046,,4,75,16.2,,2
40340,US,,,cbsa,,iso1:us#cbsa:40340,,221921,0.171,other,27.2,,0.88,0.22,,,,3,2,3,4,0,,4,64630,260,,,,,,,,,,,,0,,177297,166711,2022-07-28,,0.799,0.751,0,,3,105716,0.476,190.6,,,5700,4595,130,682,470,9,0.023,,,140,13.4,,1
40380,US,,,cbsa,,iso1:us#cbsa:40380,,1069644,0.093,other,13.8,,1.06,0.12,,,,2,1,2,4,1,,4,241399,2322,,,,2501,2254,123,,,,,,164,,803107,749335,2022-07-28,,0.751,0.701,0,,2,455165,0.426,96.5,,,14605,12452,615,1707,1231,55,0.043,,200,639,10.6,,1
40420,US,,,cbsa,,iso1:us#cbsa:40420,,336116,0.144,other,39.2,,1.09,0.14,,,,3,2,3,4,1,,4,102185,1000,,,,,,,,,,,,81,,216893,199179,2022-07-28,,0.645,0.593,0,321700,3,107152,0.319,274.3,,,1932,1316,93,262,172,10,0.046,,,150,16.2,,2
40460,US,,,cbsa,,iso1:us#cbsa:40460,,44829,0.346,other,83.8,,1.33,0.3,,,,5,3,5,4,2,,4,14254,195,,,,,,,,,,,,263,,23686,21805,2022-07-28,,0.528,0.486,0,,3,10476,0.234,586.7,,,461,353,23,58,44,4,0.05,,,20,8.3,,1
40530,US,,,cbsa,,iso1:us#cbsa:40530,,23510,,other,56.5,,0.91,0.45,,,,3,4,3,4,1,,4,4775,88,,,,,,,,,,,,11,,15974,13727,2022-07-28,,0.679,0.584,0,37228,3,6366,0.271,395.6,,,1121,1001,94,108,100,19,0.092,,,73,17.7,,2
40540,US,,,cbsa,,iso1:us#cbsa:40540,,42343,0.298,other,18.6,,0.86,0.56,,,1.0,3,3,2,4,0,,3,11802,128,,,,51,20,1,,3,3,0,,0,,25368,21584,2022-07-28,,0.599,0.51,0,,3,8878,0.21,129.9,,,51,20,1,3,3,0,0.0,,5,5,0.0,,0
40580,US,,,cbsa,,iso1:us#cbsa:40580,,145770,0.265,other,,,,,,,0.97,4,3,4,4,4,,3,,479,,,,281,258,21,,21,20,2,,,,84715,79415,2022-07-28,,0.581,0.545,0,,3,42275,0.29,,,,833,676,42,54,51,4,0.055,,22,62,15.8,,
40620,US,,,cbsa,,iso1:us#cbsa:40620,,44573,0.711,other,38.5,,0.9,0.4,,,0.86,3,3,3,4,0,,3,11093,248,,,,141,123,12,,12,10,0,,0,,22706,19788,2022-07-28,,0.509,0.444,0,,3,8501,0.191,269.2,,,166,137,12,12,10,0,0.075,,9,9,6.7,,1
40660,US,,,cbsa,,iso1:us#cbsa:40660,,98498,0.334,other,55.0,,1.3,0.21,,,0.92,3,3,3,4,2,,3,29148,532,,,,580,501,30,,65,60,1,,325,,47611,42255,2022-07-28,,0.483,0.429,4,66665,3,16741,0.17,384.9,,,965,810,54,114,87,2,0.052,,34,59,15.4,,2
40700,US,,,cbsa,,iso1:us#cbsa:40700,,110980,0.088,other,50.8,,1.12,0.23,,,0.7,3,1,3,4,2,,0,22645,416,,,,145,111,11,,16,11,1,,52,,67060,59269,2022-07-28,,0.604,0.534,1,141103,3,27663,0.249,355.9,,,672,618,48,86,57,1,0.08,,12,48,13.4,,2
40740,US,,,cbsa,,iso1:us#cbsa:40740,,64615,0.162,other,43.1,,0.96,0.28,,,0.6,3,2,3,4,1,,0,22993,348,,,,103,66,1,,20,12,0,,41,0,29718,26585,2022-07-28,,0.46,0.411,0,0,3,,,301.8,,,174,99,4,32,18,0,0.023,,7,9,10.6,,2
40760,US,,,cbsa,,iso1:us#cbsa:40760,,19572,0.354,other,49.6,,0.85,0.46,,,0.38,3,3,3,4,0,,0,5870,68,,,,28,12,3,,6,2,0,,9,0,12012,10468,2022-07-28,,0.614,0.535,0,0,3,,,347.4,,,106,73,5,13,10,0,0.059,,7,7,11.5,,2
40780,US,,,cbsa,,iso1:us#cbsa:40780,,85413,0.282,other,31.1,,0.96,0.26,,,,3,3,3,4,1,,4,26449,321,,,,176,105,7,,,,,,62,,49571,42798,2022-07-28,,0.58,0.501,0,,3,17059,0.2,217.8,,,352,210,15,22,11,2,0.034,,24,30,14.0,,2
40820,US,,,cbsa,,iso1:us#cbsa:40820,,46742,0.326,other,57.2,,0.97,0.28,,,0.78,3,3,3,4,1,,1,13409,146,,,,100,60,3,,12,9,1,,51,,23376,20524,2022-07-28,,0.5,0.439,1,,3,8368,0.179,400.1,,,233,85,3,12,9,1,0.015,,8,8,7.2,,1
40860,US,,,cbsa,,iso1:us#cbsa:40860,,58191,0.03,other,7.9,,0.73,0.59,,,0.94,1,0,1,4,0,,3,14779,79,,,,139,101,4,,12,11,0,,32,,48394,45613,2022-07-28,,0.832,0.784,1,,2,36463,0.627,55.0,,,139,101,4,12,11,0,0.025,,8,8,12.0,,1
40900,US,,,cbsa,,iso1:us#cbsa:40900,,2363730,0.13,other,32.4,,0.96,0.1,,,0.85,3,2,3,4,1,,2,526020,4520,,,,3394,3064,313,,383,324,33,,2744,,1745773,1609743,2022-07-28,,0.739,0.681,16,4435243,3,944066,0.399,226.5,,,13578,12256,1254,1533,1299,132,0.091,,397,1588,15.9,,2
40940,US,,,cbsa,,iso1:us#cbsa:40940,,38837,0.132,other,51.9,,1.36,0.39,,,0.33,3,2,3,4,2,,0,12669,180,,,,35,16,1,,6,2,1,,141,,28819,25196,2022-07-28,,0.742,0.649,0,24301,3,11231,0.289,363.1,,,2221,1677,76,285,166,9,0.037,,4,86,8.8,,1
40980,US,,,cbsa,,iso1:us#cbsa:40980,,190539,0.229,other,29.5,,1.26,0.23,,,0.92,3,3,3,4,2,,3,55054,980,,,,628,576,25,,49,45,2,,0,,103130,101748,2022-07-28,,0.541,0.534,0,202607,3,55895,0.293,206.8,,,744,610,26,49,45,2,0.037,,10,10,2.9,,1
41060,US,,,cbsa,,iso1:us#cbsa:41060,,201964,0.168,other,23.6,,0.82,0.24,,,,2,2,2,4,0,,4,69699,561,,,,,,,,,,,,0,,122458,114496,2022-07-28,,0.606,0.567,0,,3,62485,0.309,164.9,,,882,777,32,88,67,1,0.038,,,22,3.9,,0
41100,US,,,cbsa,,iso1:us#cbsa:41100,,177556,0.325,other,22.3,,0.74,0.26,,,0.97,3,3,2,4,0,,3,47563,471,,,,294,266,23,,17,17,3,,0,,105276,94038,2022-07-28,,0.593,0.53,0,,3,43685,0.246,156.0,,,5987,4763,376,639,523,63,0.067,,34,372,16.5,,1
41140,US,,,cbsa,,iso1:us#cbsa:41140,,125223,0.403,other,,,,,,,,4,3,4,4,4,,4,23394,462,,,,,,,,,,,,246,,55604,48519,2022-07-28,,0.444,0.387,0,,3,21316,0.17,,,,1290,1214,91,104,70,6,0.062,,,164,25.6,,
41180,US,,,cbsa,,iso1:us#cbsa:41180,,2803228,0.338,other,37.1,,1.06,0.1,,,,3,3,3,4,1,,4,751455,8692,,,,6959,5814,448,,,,,,2719,,1968846,1702555,2022-07-28,,0.702,0.607,1,,3,838646,0.299,259.8,,,27494,22811,1761,2987,2340,250,0.066,,598,1648,14.6,,2
41220,US,,,cbsa,,iso1:us#cbsa:41220,,54666,0.391,other,37.9,,1.16,0.35,,,,3,3,3,4,2,,4,12495,127,,,,41,21,1,,6,1,1,,145,,36614,30906,2022-07-28,,0.67,0.565,0,31461,3,9883,0.181,265.2,,,4155,3313,268,528,402,34,0.065,,4,328,24.0,,2
41260,US,,,cbsa,,iso1:us#cbsa:41260,,29910,0.122,other,23.4,,0.97,0.67,,,,2,2,2,4,1,,4,7604,104,,,,25,20,1,,6,0,0,,49,,18510,16743,2022-07-28,,0.619,0.56,0,,3,8516,0.285,163.8,,,25,20,1,6,0,0,0.017,,7,7,10.0,,1
41400,US,,,cbsa,,iso1:us#cbsa:41400,,101883,0.147,other,25.4,,0.92,0.36,,,0.55,3,2,3,4,1,,0,25961,488,,,,145,81,3,,16,8,0,,0,,54806,50903,2022-07-28,,0.538,0.5,0,,3,25926,0.254,177.7,,,368,232,10,42,31,0,0.027,,12,19,10.5,,1
41420,US,,,cbsa,,iso1:us#cbsa:41420,,433903,0.14,other,26.1,,0.91,0.13,,,,3,2,3,4,1,,4,96874,899,,,,596,531,,,,,,,112,,304900,277247,2022-07-28,,0.703,0.639,0,736086,3,141619,0.326,182.8,,,1398,1197,115,125,107,5,0.083,,,104,10.5,,1
41460,US,,,cbsa,,iso1:us#cbsa:41460,,59928,0.468,other,42.4,,1.2,0.31,,,,3,3,3,4,2,,4,16353,275,,,,255,133,4,,,,,,178,,33407,30210,2022-07-28,,0.557,0.504,0,,3,14801,0.247,297.0,,,574,275,12,36,22,1,0.019,,13,18,11.6,,2
41500,US,,,cbsa,,iso1:us#cbsa:41500,,434061,0.154,other,47.3,,1.03,0.1,,,0.58,3,2,3,4,1,,0,108226,768,,,,624,455,48,,47,27,4,,453,,355093,320729,2022-07-28,,0.818,0.739,0,854279,3,165483,0.381,331.1,,,3864,3005,280,400,330,31,0.075,,54,327,14.4,,2
41540,US,,,cbsa,,iso1:us#cbsa:41540,,415726,0.159,other,32.1,,1.14,0.15,,,,3,2,3,4,2,,4,105265,1456,,,,,,,,,,,,94,,317672,273299,2022-07-28,,0.764,0.657,1,,3,140756,0.339,224.4,,,1572,1560,85,298,174,5,,,,136,,,
41620,US,,,cbsa,,iso1:us#cbsa:41620,,1232696,0.301,other,34.0,,1.12,0.1,,,0.79,3,3,3,4,2,,1,399410,1790,,,,2632,2010,111,,284,225,19,,2932,,969491,864449,2022-07-28,,0.786,0.701,0,,3,448235,0.364,237.9,,,5496,4132,225,598,456,42,0.042,,138,266,11.4,,2
41660,US,,,cbsa,,iso1:us#cbsa:41660,,122027,,other,81.5,,0.98,0.14,,,0.47,5,4,5,4,1,,0,45097,565,,,,470,276,14,,36,17,0,,13,,71197,63478,2022-07-28,,0.583,0.52,0,146439,3,25752,0.211,570.4,,,1746,885,42,108,51,2,0.022,,18,75,13.5,,2
41700,US,,,cbsa,,iso1:us#cbsa:41700,,2550960,,other,43.5,,0.96,0.1,,,0.88,3,4,3,4,1,,3,743148,7976,,,,6638,3945,241,,583,514,235,,960,,2089255,1753858,2022-07-28,,0.819,0.688,4,4211369,3,713774,0.28,304.7,,,45688,27154,2182,3989,3569,421,0.048,,968,6789,16.2,,2
41740,US,,,cbsa,,iso1:us#cbsa:41740,,3338330,0.178,other,57.9,,1.06,0.1,,,0.71,3,2,3,4,1,,1,942063,5386,,,,5683,4167,438,,568,405,44,,6405,,2835334,2516946,2022-07-28,,0.849,0.754,0,6914332,3,1415094,0.424,405.0,,,5869,4290,459,588,414,45,0.075,,410,438,12.7,,2
41760,US,,,cbsa,,iso1:us#cbsa:41760,,45739,0.207,other,15.6,,0.87,0.57,,,0.69,3,3,2,4,0,,0,9468,191,,,,25,17,1,,2,1,1,,26,,23255,20489,2022-07-28,,0.508,0.448,1,,3,10161,0.222,109.3,,,462,311,18,38,19,2,0.037,,6,19,8.5,,0
41780,US,,,cbsa,,iso1:us#cbsa:41780,,74266,0.199,other,38.7,,0.91,0.34,,,0.33,3,2,3,4,1,,0,21194,268,,,,252,122,7,,35,11,0,,0,,46968,44448,2022-07-28,,0.632,0.598,0,,3,25285,0.34,270.6,,,932,554,40,119,55,3,0.047,,14,61,14.4,,2
41820,US,,,cbsa,,iso1:us#cbsa:41820,,61779,0.279,other,43.2,,1.24,0.33,,,1.0,3,3,3,4,2,,3,17484,153,,,,44,44,3,,8,8,0,,187,,36980,34420,2022-07-28,,0.599,0.557,1,,3,18166,0.294,302.7,,,1033,876,52,152,132,9,0.052,,8,46,11.2,,2
41860,US,,,cbsa,,iso1:us#cbsa:41860,,4731803,0.139,other,40.8,,0.97,0.1,,,0.7,3,2,3,4,1,,0,992017,5355,,,,6860,5031,456,,761,530,64,,6690,,4293099,3969660,2022-07-28,,0.907,0.839,0,11429693,3,2730427,0.577,285.7,,,14004,10310,934,1558,1083,126,0.068,,532,1098,12.1,,2
41900,US,,,cbsa,,iso1:us#cbsa:41900,,121464,0.422,other,105.0,,1.12,0.15,,,,5,3,5,4,2,,4,26919,,,,,,,,,,,,,233,,104276,95420,2022-07-28,,0.858,0.786,,,3,63733,0.525,735.2,,,,,,,,,0.037,,,,6.1,,1
41940,US,,,cbsa,,iso1:us#cbsa:41940,,1990660,0.149,other,47.6,,0.99,0.1,,,0.86,3,2,3,4,1,,3,438507,2480,,,,3240,2550,232,,353,302,27,,3540,,1844427,1712158,2022-07-28,,0.927,0.86,0,4890043,3,1175977,0.591,333.3,,,7729,6011,561,801,660,63,0.075,,273,654,14.4,,2
41980,US,,,cbsa,,iso1:us#cbsa:41980,,2023227,0.303,other,69.3,,0.92,0.1,,,,3,3,3,4,1,,4,551640,,,,,,,,,,,,,1276,,1908186,1652283,2022-07-28,,0.943,0.817,,,3,971444,0.48,485.0,,,,,,,,,0.037,,,,6.1,,1
42020,US,,,cbsa,,iso1:us#cbsa:42020,,283111,0.119,other,33.5,,0.92,0.13,,,0.58,3,2,3,4,1,,0,66555,502,,,,266,196,16,,50,29,0,,261,,201051,183738,2022-07-28,,0.71,0.649,0,516179,3,111040,0.392,234.2,,,941,624,66,112,77,4,0.072,,20,70,10.8,,2
42100,US,,,cbsa,,iso1:us#cbsa:42100,,273213,0.15,other,50.2,,1.03,0.11,,,0.65,3,2,3,4,1,,0,61950,269,,,,273,182,24,,18,12,2,,487,,225957,208150,2022-07-28,,0.827,0.762,0,595069,3,133982,0.49,351.7,,,273,182,24,18,12,2,0.083,,26,26,9.2,,1
42140,US,,,cbsa,,iso1:us#cbsa:42140,,150358,0.244,other,47.3,,1.01,0.19,,,0.62,3,3,3,4,1,,0,35203,328,,,,206,156,14,,19,11,0,,59,0,125401,110023,2022-07-28,,0.834,0.732,0,0,3,,,331.2,,,282,196,17,29,19,2,0.058,,14,18,9.1,,1
42180,US,,,cbsa,,iso1:us#cbsa:42180,,21209,0.316,other,80.2,,0.94,0.36,,,,5,3,5,4,1,,4,5112,,,,,,,,,,,,,21,,18222,15835,2022-07-28,,0.859,0.747,,,3,9982,0.471,561.1,,,,,,,,,0.037,,,,6.1,,1
42200,US,,,cbsa,,iso1:us#cbsa:42200,,446499,0.17,other,40.7,,1.03,0.1,,,0.77,3,2,3,4,1,,1,105430,707,,,,675,427,50,,62,47,3,,634,,348269,312722,2022-07-28,,0.78,0.7,0,853172,3,174926,0.392,284.9,,,941,624,66,112,77,4,0.072,,50,70,10.8,,2
42220,US,,,cbsa,,iso1:us#cbsa:42220,,494336,0.143,other,32.8,,0.99,0.1,,,0.67,3,2,3,4,1,,0,106022,500,,,,606,529,44,,66,44,3,,581,,422987,392885,2022-07-28,,0.856,0.795,0,1124501,3,253682,0.513,229.6,,,928,811,65,95,65,8,0.068,,66,98,12.3,,2
42300,US,,,cbsa,,iso1:us#cbsa:42300,,37349,0.194,other,14.9,,0.95,0.68,,,0.71,2,2,2,4,1,,1,12355,122,,,,51,27,1,,6,4,1,,0,,28142,26261,2022-07-28,,0.753,0.703,0,39840,3,12712,0.34,104.4,,,201,146,5,16,13,1,0.032,,4,5,3.8,,0
42340,US,,,cbsa,,iso1:us#cbsa:42340,,393353,0.339,other,36.4,,1.21,0.12,,,,3,3,3,4,2,,4,95347,1211,,,,,,,,,,,,1002,,244224,211619,2022-07-28,,0.621,0.538,4,318463,3,85377,0.217,255.0,,,4031,3919,185,546,446,14,0.037,,,175,9.7,,1
42380,US,,,cbsa,,iso1:us#cbsa:42380,,60323,0.098,other,20.4,,1.16,0.45,,,0.78,2,1,2,4,2,,1,17470,214,,,,228,186,4,,26,20,1,,86,,28861,24461,2022-07-28,,0.478,0.406,0,,3,11795,0.196,142.6,,,583,375,23,48,28,1,0.034,,10,20,6.1,,0
42420,US,,,cbsa,,iso1:us#cbsa:42420,,37529,,other,30.8,,0.96,0.46,,,,3,4,3,4,1,,4,10130,105,,,,,,,,,,,,46,,17280,15605,2022-07-28,,0.46,0.416,0,,3,8575,0.228,215.8,,,404,251,12,54,45,4,0.033,,,8,17.0,,2
42460,US,,,cbsa,,iso1:us#cbsa:42460,,51626,0.153,other,40.7,,1.01,0.34,,,0.8,3,2,3,4,1,,1,15891,244,,,,77,33,2,,10,8,0,,13,,31441,25877,2022-07-28,,0.609,0.501,0,57020,3,10249,0.199,284.7,,,1418,1141,75,144,112,5,0.053,,5,120,21.9,,2
42500,US,,,cbsa,,iso1:us#cbsa:42500,,23873,0.231,other,46.7,,1.11,0.49,,,0.24,3,3,3,4,2,,0,8400,109,,,,25,10,5,,3,0,1,,35,,11834,10788,2022-07-28,,0.496,0.452,0,,3,5169,0.217,326.7,,,109,84,13,13,10,0,0.112,,6,16,14.8,,2
42540,US,,,cbsa,,iso1:us#cbsa:42540,,553885,0.167,other,26.4,,1.26,0.12,,,0.78,3,2,3,4,2,,1,136933,2364,,,,1059,850,45,,93,72,3,,1025,,413347,365301,2022-07-28,,0.746,0.66,9,,3,190013,0.343,185.1,,,1835,1406,74,166,120,4,0.042,,50,88,7.3,,0
42620,US,,,cbsa,,iso1:us#cbsa:42620,,78753,0.05,other,41.0,,0.99,0.25,,,0.55,3,1,3,4,1,,0,23847,305,,,,202,161,12,,32,17,1,,34,,41201,35272,2022-07-28,,0.523,0.448,0,,3,13358,0.17,287.0,,,266,191,13,32,17,1,0.049,,24,24,26.0,,2
42660,US,,,cbsa,,iso1:us#cbsa:42660,,3979845,0.169,other,32.0,,0.95,0.1,,,0.78,3,2,3,4,1,,1,892330,5674,,,,6277,5319,458,,705,551,40,,2056,,3356369,3033916,2022-07-28,,0.843,0.762,17,,3,1806972,0.454,224.1,,,11981,10251,865,1354,1047,84,0.074,,422,795,10.2,,2
42680,US,,,cbsa,,iso1:us#cbsa:42680,,159923,0.214,other,38.5,,0.73,0.15,,,0.38,3,3,3,4,0,,0,37215,684,,,,324,286,33,,61,23,1,,0,,129733,109107,2022-07-28,,0.811,0.682,0,,3,52268,0.327,269.8,,,1735,1304,151,226,150,19,0.082,,36,153,18.8,,2
42700,US,,,cbsa,,iso1:us#cbsa:42700,,106221,0.27,other,43.0,,0.74,0.19,,,0.84,3,3,3,4,0,,2,26539,703,,,,305,197,28,,55,46,3,,0,,69517,56447,2022-07-28,,0.654,0.531,0,,3,24454,0.23,300.8,,,1892,1359,186,239,159,15,0.096,,35,273,32.4,,2
42740,US,,,cbsa,,iso1:us#cbsa:42740,,42339,0.314,other,28.3,,0.76,0.46,,,0.55,3,3,3,4,0,,0,12982,173,,,,57,51,9,,7,3,0,,0,,21209,18382,2022-07-28,,0.501,0.434,0,,3,7554,0.178,198.4,,,89,72,10,14,7,1,0.092,,14,14,12.4,,1
42780,US,,,cbsa,,iso1:us#cbsa:42780,,40372,0.103,other,24.1,,1.12,0.67,,,,2,2,2,4,2,,4,8616,160,,,,,,,,,,,,68,,19317,17403,2022-07-28,,0.478,0.431,0,,3,9629,0.239,168.4,,,901,675,49,140,101,7,0.053,,,36,11.0,,1
42820,US,,,cbsa,,iso1:us#cbsa:42820,,37196,0.134,other,71.4,,1.0,0.28,,,0.7,3,2,3,4,1,,0,9453,247,,,,112,45,3,,10,7,1,,14,,22201,17165,2022-07-28,,0.597,0.461,0,48747,3,6901,0.186,500.1,,,204,93,14,18,11,2,0.08,,5,7,13.3,,2
42860,US,,,cbsa,,iso1:us#cbsa:42860,,79546,0.219,other,29.3,,1.09,0.29,,,0.35,3,3,3,4,1,,0,25759,351,,,,168,91,9,,31,11,1,,0,,41650,36311,2022-07-28,,0.524,0.456,0,,3,17085,0.215,204.9,,,1996,1437,86,281,190,12,0.042,,13,122,13.3,,2
42900,US,,,cbsa,,iso1:us#cbsa:42900,,34016,0.101,other,19.3,,0.95,0.72,,,,2,2,2,4,1,,4,6711,94,,,,,,,,,,,,5,,19677,18433,2022-07-28,,0.578,0.542,0,,3,10762,0.316,135.2,,,337,264,15,34,33,1,0.04,,,40,15.1,,1
42940,US,,,cbsa,,iso1:us#cbsa:42940,,98250,0.366,other,39.8,,1.17,0.22,,,0.29,3,3,3,4,2,,0,32304,426,,,,68,45,3,,16,4,0,,274,,56779,50047,2022-07-28,,0.578,0.509,2,,3,21797,0.222,278.9,,,2259,1801,84,287,224,10,0.039,,6,63,8.0,,1
